Project,Name,Revisions,Editors,Words,References
de.wikipedia.org,"Transporter_–_The_Mission",347,241,656,9
fr.wikipedia.org,"Paroisse_de_la_Presqu'île_d'Arvert",9,4,60,0
de.wikipedia.org,"Zhang_Zesen",6,4,165,0
ru.wikipedia.org,"МАЗ-500",86,56,406,1
de.wikipedia.org,"Adolf_Abel",94,61,279,4
fr.wikipedia.org,"Renfe_série_269.4",16,9,104,0
ru.wikipedia.org,"Испанские_Нидерланды",64,37,754,11
fr.wikipedia.org,"Katie_Weatherston",15,13,68,0
de.wikipedia.org,"Wotkinsk",65,42,132,2
fr.wikipedia.org,"Amirul_Hamizan_Ibrahim",22,16,200,10
ru.wikipedia.org,"Цветной_бульвар_(Тюмень)",22,14,100,0
de.wikipedia.org,"Regierungen_der_Slowakischen_Republik",26,15,172,1
fr.wikipedia.org,"Drapeau_du_Royaume_d'Araucanie_et_de_Patagonie",29,9,300,3
de.wikipedia.org,"Gemeine_Holzwespe",15,9,280,0
de.wikipedia.org,"Werkleute_(Bund_jüdische_Jugend)",40,9,816,64
ru.wikipedia.org,"Северин_Норикский",51,27,368,5
ru.wikipedia.org,"Ацетат_цинка",33,20,422,10
fr.wikipedia.org,"Chors_(peuple)",42,27,87,3
de.wikipedia.org,"HZPC_Holland",16,11,111,2
de.wikipedia.org,"Vuelta_a_España_2011/Etappen",387,41,6193,0
de.wikipedia.org,"Regierungsbauführer",7,4,178,0
fr.wikipedia.org,"Toni_Lehtinen",24,18,38,0
de.wikipedia.org,"Vorsorgevollmacht",523,284,3376,23
de.wikipedia.org,"Frank_Hunter",28,17,411,0
de.wikipedia.org,"Komplett-Arena",26,19,175,2
ru.wikipedia.org,"Курское_наместничество",68,29,1082,9
fr.wikipedia.org,"Lieux_historiques_inscrits_sur_le_registre_national_dans_le_comté_de_San_Benito_en_Californie",5,2,92,0
de.wikipedia.org,"Wahlbezirk_Steiermark_8",4,1,209,4
ru.wikipedia.org,"Маяковка_(Кемеровская_область)",4,3,44,7
de.wikipedia.org,"ASD_Lanciano_Calcio_1920",48,25,69,0
de.wikipedia.org,"Rolipram",51,24,134,18
fr.wikipedia.org,"Tanea",1,1,85,1
fr.wikipedia.org,"Emoia_callisticta",8,7,40,2
fr.wikipedia.org,"Haley_Smith",6,5,48,1
de.wikipedia.org,"Takeo_(Provinz)",63,43,47,3
fr.wikipedia.org,"Bollywood_Hollywood",40,29,206,1
fr.wikipedia.org,"Sophie_Favier",317,197,734,17
ru.wikipedia.org,"A6_(автомагистраль,_Германия)",53,20,152,0
ru.wikipedia.org,"Ашелем_(Франция)",12,8,69,0
ru.wikipedia.org,"Альдозы",50,34,117,0
fr.wikipedia.org,"Aula_Al_Ayoubi",13,5,267,14
ru.wikipedia.org,"Список_Героев_Украины/И",11,8,19,6
ru.wikipedia.org,"C/2011_W3_(Лавджоя)",61,27,145,2
ru.wikipedia.org,"Нодальная_точка",32,22,84,0
ru.wikipedia.org,"Шичжун_(Нэйцзян)",6,2,121,0
ru.wikipedia.org,"Карролл_(округ,_Миссури)",20,15,58,2
fr.wikipedia.org,"Mosetén_(langue)",8,4,55,1
fr.wikipedia.org,"Bharat_Petroleum",20,17,383,4
ru.wikipedia.org,"Чемпионат_мира_по_тхэквондо_2007",40,9,17,0
ru.wikipedia.org,"Сан-Мартин,_Хосе_Мария",19,8,267,0
ru.wikipedia.org,"Красный_Щельбей",8,4,99,4
de.wikipedia.org,"Dezellularisierte_Homografts",20,9,587,12
ru.wikipedia.org,"Лук_желтоватый",9,8,171,1
ru.wikipedia.org,"Синдеева,_Нина_Дмитриевна",8,2,91,0
ru.wikipedia.org,"Иулиания_Ольшанская",42,21,531,2
fr.wikipedia.org,"Championnats_d'Europe_de_gymnastique_artistique_féminine_1957",37,16,19,0
ru.wikipedia.org,"Герб_Новой_Каледонии",8,6,71,0
fr.wikipedia.org,"Kbk_wz._1988_Tantal",31,21,399,0
de.wikipedia.org,"Joseph_Antoine_Morio",245,43,1291,15
ru.wikipedia.org,"Баффало_Биллс",51,40,525,11
fr.wikipedia.org,"Serein_(rivière)",141,74,678,9
fr.wikipedia.org,"Liste_des_premiers_ministres_du_Canada_par_durée_en_fonction",49,31,81,5
fr.wikipedia.org,"Mignon_Holland_Anderson",25,13,199,9
fr.wikipedia.org,"Emporium_(revue)",16,4,468,5
fr.wikipedia.org,"Liste_des_villes_jumelées_du_Mexique",57,15,118,0
it.wikipedia.org,"Iain_Chalmers",6,4,571,25
ru.wikipedia.org,"Рамень_(лес)",7,2,114,2
fr.wikipedia.org,"Mahmoud_Ben_Romdhane",33,13,810,47
fr.wikipedia.org,"D'Artagnan_et_les_Trois_Mousquetaires_(téléfilm)",50,30,56,0
fr.wikipedia.org,"Colin_Eglin",45,30,658,1
fr.wikipedia.org,"Saint-Christophe-des-Bardes",79,49,285,10
fr.wikipedia.org,"1810_en_Lorraine",7,2,280,3
it.wikipedia.org,"Dastjerd",15,13,27,1
ru.wikipedia.org,"Монсеррат_(Буэнос-Айрес)",62,14,446,3
fr.wikipedia.org,"Suma-ku_(Kōbe)",5,3,29,0
pl.wikipedia.org,"Amazonomachia",13,5,76,7
fr.wikipedia.org,"Philippe_d'Ibelin_(mort_en_1304)",22,15,63,0
fr.wikipedia.org,"Triceps_(Mirbeau)",11,8,348,1
fr.wikipedia.org,"Class_58",34,27,664,1
ru.wikipedia.org,"Три_гильзы_от_английского_карабина",26,13,81,0
ru.wikipedia.org,"Бантхун_Ламсам",7,5,303,6
ru.wikipedia.org,"Мола-ди-Бари",24,16,54,0
it.wikipedia.org,"6911_Nancygreen",25,15,41,0
ru.wikipedia.org,"Карпова,_Екатерина_Александровна",4,1,203,2
it.wikipedia.org,"Molovata",9,8,17,1
ru.wikipedia.org,"Nesomyrmex_antoinetteae",5,2,173,4
fr.wikipedia.org,"Eulz",10,8,50,0
fr.wikipedia.org,"Toronto_Welsh_Rugby_Football_Club",22,18,163,0
ru.wikipedia.org,"Carex_mertensii",19,12,100,2
ru.wikipedia.org,"Ферни,_Дункан",10,1,32,1
ru.wikipedia.org,"Тюгаево",3,2,248,8
fr.wikipedia.org,"Pentathlon_aux_championnats_du_monde_d'athlétisme_en_salle_2016",20,8,328,6
it.wikipedia.org,"Coppa_dei_Campioni_del_Golfo_2005",12,10,71,0
fr.wikipedia.org,"Aéroport_international_Cesária-Évora",33,18,255,0
ru.wikipedia.org,"Пагани,_Грегорио",7,6,166,3
fr.wikipedia.org,"São_Miguel_do_Guamá",2,2,38,1
fr.wikipedia.org,"Alexandre_Duhamel",20,11,991,0
fr.wikipedia.org,"Falamak_Joneidi",18,16,83,0
ru.wikipedia.org,"Чемпионат_Бразилии_по_кёрлингу_среди_смешанных_пар",9,3,122,6
fr.wikipedia.org,"Bernard_Sage",11,6,61,0
it.wikipedia.org,"Andrea_Leadsom",21,12,599,5
ru.wikipedia.org,"Samsung_Galaxy_S5",136,87,352,6
fr.wikipedia.org,"Charles_Corbin",7,5,70,5
ru.wikipedia.org,"Марк_Кокцей_Нерва_(консул_36_года_до_н._э.)",14,10,434,1
fr.wikipedia.org,"9e_étape_du_Tour_de_France_2014",48,17,333,3
ru.wikipedia.org,"Западно-Палянское_месторождение",10,4,183,3
ru.wikipedia.org,"Пурпурная_линия",37,26,324,1
fr.wikipedia.org,"Passeport_géorgien",3,2,39,0
fr.wikipedia.org,"Cariniana_pachyantha",7,7,49,0
it.wikipedia.org,"Gino_Papini",27,5,550,3
fr.wikipedia.org,"Marc-Roger_Normand",24,13,499,8
it.wikipedia.org,"Capitani_coraggiosi_(programma_televisivo)",52,28,176,5
ru.wikipedia.org,"Каригин",9,7,20,1
fr.wikipedia.org,"Signal_(économie)",181,32,3411,0
it.wikipedia.org,"Distretto_di_Na_Yung",3,3,22,0
ru.wikipedia.org,"Референдум_в_Лихтенштейне_(1976)",5,1,73,3
ru.wikipedia.org,"Закон_о_трёх_колосках",281,133,3058,45
it.wikipedia.org,"Alfredo_Amarillo",14,10,14,0
fr.wikipedia.org,"Horní_Jelení",26,13,132,3
fr.wikipedia.org,"Fuseau_de_Berthe",18,12,174,3
ru.wikipedia.org,"Угадайте,_где_сейчас_мяч",14,11,64,2
ru.wikipedia.org,"Финал_Кубка_Испании_по_футболу_1986",10,6,18,0
fr.wikipedia.org,"Krpimej",2,2,69,3
fr.wikipedia.org,"Mosquée_de_Hadži_Begzad",3,2,93,1
fr.wikipedia.org,"Allen_Morris",18,16,30,0
it.wikipedia.org,"Francesco_Comin",15,10,306,0
fr.wikipedia.org,"Tarif_Fordney-Mac_Cumber",15,11,55,0
ru.wikipedia.org,"Клюквин,_Александр_Владимирович",868,370,517,23
fr.wikipedia.org,"Unterseeboot_308",19,14,232,1
it.wikipedia.org,"Duncan_(Oklahoma)",17,11,17,0
fr.wikipedia.org,"Olin_Downes",12,9,496,13
fr.wikipedia.org,"Surprise_(voilier)",45,28,235,1
ru.wikipedia.org,"Новомихайловка_(Приморский_край)",12,9,69,6
ru.wikipedia.org,"Воспитывая_Хоуп",119,42,169,5
it.wikipedia.org,"Virginia_Slims_of_Oklahoma_1990",12,9,87,0
ru.wikipedia.org,"Андиев,_Сергей_Петрович",29,11,127,2
it.wikipedia.org,"Great_Tew",3,2,104,1
it.wikipedia.org,"Aroup_Chatterjee",27,24,1333,49
it.wikipedia.org,"Koninklijke_Sportkring_Beveren",91,47,769,0
ru.wikipedia.org,"Тренер_сезона_английской_Премьер-лиги",70,30,159,10
ru.wikipedia.org,"Старуха_(сарсуэла)",5,2,327,0
it.wikipedia.org,"Fukushima-ku",23,17,176,0
ru.wikipedia.org,"Rosa_'Baron_Girod_de_l'Ain'",34,9,103,11
it.wikipedia.org,"Ubaldo_degli_Uberti",113,28,1104,41
it.wikipedia.org,"Batin_(etnia)",17,14,60,1
it.wikipedia.org,"Episodi_di_Classe_di_ferro_(prima_stagione)",75,34,4540,0
it.wikipedia.org,"Stazione_di_Higashi-Koganei",17,13,82,0
ru.wikipedia.org,"Кенрик,_Джон",28,20,161,2
fr.wikipedia.org,"Shining_Butterfly",19,17,157,0
it.wikipedia.org,"GNU_LilyPond",118,67,731,3
it.wikipedia.org,"Vilna_(Alberta)",3,3,15,0
it.wikipedia.org,"Second_Chance_(film_2014)",11,9,519,1
ru.wikipedia.org,"Гантенбайн,_Сандра",2,1,21,1
ru.wikipedia.org,"Вайцюкевичюс,_Далюс",10,5,33,0
it.wikipedia.org,"Pasturatore",20,13,77,0
it.wikipedia.org,"Knud_Lundberg",5,5,50,0
it.wikipedia.org,"Francesco_Radino",37,21,232,0
ru.wikipedia.org,"Беляков,_Сергей_Юрьевич",72,31,853,33
fr.wikipedia.org,"Josep_María_Nogués",26,7,131,1
ru.wikipedia.org,"Громов,_Николай_Николаевич_(экономист)",20,10,95,0
ru.wikipedia.org,"Фаррухзад_II",22,12,96,2
ru.wikipedia.org,"Лесозаводское_сельское_поселение",1,1,55,17
ru.wikipedia.org,"Гужова,_Нина_Михайловна",8,4,186,0
ru.wikipedia.org,"У-ди_(Западная_Цзинь)",60,17,1704,5
ru.wikipedia.org,"Karate_Champ",12,6,248,1
it.wikipedia.org,"Fallin'_Rain",4,1,55,5
ru.wikipedia.org,"Восточный_регион_(Камерун)",40,18,150,3
es.wikipedia.org,"Derecho_concursal",68,33,762,3
ru.wikipedia.org,"Церковь_Девы_Марии_(Гданьск)",48,29,148,1
es.wikipedia.org,"Lycenchelys",19,14,32,8
it.wikipedia.org,"Complesso_parrocchiale_di_Pleyben",36,21,753,94
it.wikipedia.org,"McCoole",2,2,19,0
ru.wikipedia.org,"Экклз,_Генри",13,7,515,11
es.wikipedia.org,"Tu_labio_superior",8,5,46,0
ru.wikipedia.org,"Метцингер,_Валентин",6,3,121,3
ru.wikipedia.org,"Гьячунг-Канг",41,20,103,2
it.wikipedia.org,"Křečhoř",16,9,18,2
ru.wikipedia.org,"Краснова,_Татьяна_Владимировна",2,2,84,4
ru.wikipedia.org,"Серый_Камень",5,5,86,1
it.wikipedia.org,"Trave",249,97,1056,1
it.wikipedia.org,"Darwin_Cook",74,35,241,0
ja.wikipedia.org,"ジョセフ・チャン",44,23,5,2
it.wikipedia.org,"Radicondoli",135,88,94,12
ru.wikipedia.org,"Руперт,_Вильгельм_Яковлевич",33,18,646,2
it.wikipedia.org,"Distretti_di_Hong_Kong",7,5,39,0
es.wikipedia.org,"Tournavaux",25,17,25,2
ru.wikipedia.org,"Щукин,_Дмитрий_Иванович",24,9,511,3
ru.wikipedia.org,"Задача_о_расстояниях",7,6,152,0
ru.wikipedia.org,"Вить",39,29,65,2
it.wikipedia.org,"Maria_Helena_Pader",17,5,104,0
ru.wikipedia.org,"Крысовы",84,16,273,2
it.wikipedia.org,"Jeptha_Homer_Wade",4,4,176,1
it.wikipedia.org,"Sheitel",18,13,305,2
it.wikipedia.org,"266887_Wolfgangries",2,2,39,0
ru.wikipedia.org,"Стратегический_маркетинг",55,46,97,0
ru.wikipedia.org,"HAT-P-15",10,7,128,16
es.wikipedia.org,"Sergio_Aguayo_Quezada",67,43,452,0
ru.wikipedia.org,"Руарк_мак_Брайн",4,3,438,28
it.wikipedia.org,"Trasadingen",50,31,15,0
it.wikipedia.org,"Serenity_in_Murder",19,9,26,0
it.wikipedia.org,"Congressi_vetero-cattolici_internazionali",15,10,212,0
ru.wikipedia.org,"Балашово_(Херсонская_область)",9,6,34,1
es.wikipedia.org,"Palacio_de_las_Vistillas",7,1,162,6
it.wikipedia.org,"John_Gray_(scrittore)",83,47,370,3
ru.wikipedia.org,"Барре_(Вермонт)",12,4,262,4
it.wikipedia.org,"Ourika",28,18,28,0
es.wikipedia.org,"Estación_Ceres",32,10,196,2
it.wikipedia.org,"Dromornis",23,12,58,0
ru.wikipedia.org,"Барон_Террингтон",3,2,198,7
ru.wikipedia.org,"Битва_под_Понарами_(1831)",13,5,287,2
ru.wikipedia.org,"Номбревилья",26,16,46,0
es.wikipedia.org,"Josué_y_la_tierra_prometida",376,134,421,1
it.wikipedia.org,"Benjamin_Corgnet",60,28,377,11
it.wikipedia.org,"Roberto_Cantero",7,6,37,0
it.wikipedia.org,"Forze_terrestri_bielorusse",5,2,149,2
ru.wikipedia.org,"Вашакидзе,_Тарас_Давидович",2,2,195,2
it.wikipedia.org,"Gianluca_Marzuoli",22,6,158,4
es.wikipedia.org,"Anexo:Buques_activos_de_la_Armada_de_Rusia",39,8,132,0
ru.wikipedia.org,"Дихотомия",129,90,487,0
ru.wikipedia.org,"Патель,_Ашмит",17,5,186,0
es.wikipedia.org,"Elecciones_estatales_de_Zacatecas_de_1998",36,23,34,0
ru.wikipedia.org,"Штеттинский_замок",30,21,220,2
ru.wikipedia.org,"Элхэ_Ниэннах",91,49,324,0
it.wikipedia.org,"Josef_Horovitz",22,10,330,1
ru.wikipedia.org,"MyRuLib",38,17,84,3
ru.wikipedia.org,"Чемпионат_Венгрии_по_баскетболу_среди_женщин_2015/2016",7,4,99,1
it.wikipedia.org,"Raid_di_Makin",41,19,474,10
ru.wikipedia.org,"Шиманская,_Анна_Ивановна",5,4,151,0
it.wikipedia.org,"Crucifige_(film_1919)",29,10,76,2
es.wikipedia.org,"Andréi_Bobrov",10,8,35,3
it.wikipedia.org,"Episodi_di_Portlandia_(quinta_stagione)",5,5,35,0
ru.wikipedia.org,"Клен_(приток_Вытебети)",48,23,86,9
es.wikipedia.org,"Anexo:Cine_en_1915",18,9,10,0
es.wikipedia.org,"Nikita_Zótov",87,20,2503,109
es.wikipedia.org,"Liga_Agraria_(Rumania)",4,4,69,3
es.wikipedia.org,"De_rebaptismate",10,5,304,0
ru.wikipedia.org,"Бережной,_Николай_Иванович_(Герой_Советского_Союза)",23,11,327,5
it.wikipedia.org,"Dyamenyuo_Corona",2,2,17,0
es.wikipedia.org,"Maria_de_Grebber",10,5,184,4
es.wikipedia.org,"Bronces_del_Luristán",23,7,2481,47
es.wikipedia.org,"Hajdúböszörmény_TE",39,9,102,0
it.wikipedia.org,"Società_Romana_di_Scienze_Naturali",131,13,831,7
es.wikipedia.org,"Komsomólskaya_Pravda",43,31,123,0
it.wikipedia.org,"Damloup",48,29,22,1
es.wikipedia.org,"Big_Ear",24,21,245,0
it.wikipedia.org,"KrunK",20,13,27,0
es.wikipedia.org,"Javier_López_de_Uribe",124,22,159,0
it.wikipedia.org,"645",90,37,15,0
es.wikipedia.org,"Membrilleros_de_Magdalena",73,15,107,1
es.wikipedia.org,"Phygasia_minuta",5,5,24,1
es.wikipedia.org,"Comuna_2_(Duitama)",13,5,74,0
it.wikipedia.org,"Klubi_Futbollistik_Trepça_89",22,9,67,4
it.wikipedia.org,"Heart_de_roommate",57,21,543,0
es.wikipedia.org,"Beny_Fernández",28,7,387,6
it.wikipedia.org,"Taça_Ribeiro_dos_Reis",21,11,77,1
ru.wikipedia.org,"Вольф,_Йозеф",41,30,117,0
es.wikipedia.org,"Rodesia_del_Sur",71,51,174,1
it.wikipedia.org,"Castello_di_Sopano",30,18,228,0
it.wikipedia.org,"Shinkansen_Serie_700",70,32,484,0
es.wikipedia.org,"Anthony_Paul_Kelly",14,8,61,1
es.wikipedia.org,"Biblioteca_Pública_de_Heredia",56,14,373,0
it.wikipedia.org,"Poliez-le-Grand",29,22,92,3
it.wikipedia.org,"My_God_(Jethro_Tull)",35,18,530,0
it.wikipedia.org,"Lemniscomys_macculus",14,12,295,5
es.wikipedia.org,"Santa_Coloma_de_Queralt",74,48,569,0
es.wikipedia.org,"Laura_Pacheco",21,12,206,7
pl.wikipedia.org,"Filtr_słuchowy",12,11,28,0
it.wikipedia.org,"Prodotti_agroalimentari_tradizionali_valdostani",39,20,39,1
pl.wikipedia.org,"Kamienica_przy_ul._Poznańskiej_21_w_Warszawie",23,17,176,4
pl.wikipedia.org,"Farigliano",42,24,23,0
it.wikipedia.org,"Clare_Burt",15,13,113,2
it.wikipedia.org,"Set_The_Night_On_Fire:_The_Doors_Bright_Midnight_Archives_Concerts",16,9,28,0
it.wikipedia.org,"Osmocettore",13,7,132,7
it.wikipedia.org,"União",22,17,23,1
it.wikipedia.org,"Tiziana_Timolati",1,1,28,0
es.wikipedia.org,"Adoración_de_los_Reyes_Magos_(Ospedale_degli_Innocenti)",9,7,653,5
it.wikipedia.org,"Tavola_rotonda_dell'Algonquin",31,20,1121,19
es.wikipedia.org,"Complexe_sportif_Claude-Robillard",8,3,36,0
es.wikipedia.org,"VBScript",181,95,849,13
it.wikipedia.org,"Angeliki_Karapataki",12,10,25,0
it.wikipedia.org,"693_a.C.",35,20,14,0
it.wikipedia.org,"Sermizelles",45,27,22,1
it.wikipedia.org,"Torino_Football_Club_2015-2016",643,157,414,126
it.wikipedia.org,"Ron_Wright",4,3,112,0
it.wikipedia.org,"Stazione_meteorologica_di_Manciano",21,14,216,3
es.wikipedia.org,"Maureen_Lipman",60,13,1561,23
zh.wikipedia.org,"盛昇",5,2,2,0
es.wikipedia.org,"Apóstoles,_tierra_bendecida",13,10,56,3
pl.wikipedia.org,"Urzędy_centralne_niesenatorskie",5,2,18,0
es.wikipedia.org,"Convento_de_Penha",10,8,513,6
es.wikipedia.org,"Pokey_Mom",44,31,751,1
es.wikipedia.org,"Romarinho",89,54,255,3
es.wikipedia.org,"Glaciarium",30,23,449,1
pl.wikipedia.org,"Rudy_MRW",112,45,20,13
es.wikipedia.org,"Distichodus_decemmaculatus",10,6,44,2
it.wikipedia.org,"Nobuyo_Ōyama",9,7,35,0
it.wikipedia.org,"Morti_nel_1929",462,8,117,0
es.wikipedia.org,"Frente_Patriótico_Dabalorivhuwa",9,5,110,0
es.wikipedia.org,"Zangeki_no_Reginleiv",35,8,485,0
it.wikipedia.org,"Oddone,_conte_di_Parigi",107,63,772,32
it.wikipedia.org,"Megino-Kangalasskij_ulus",31,23,91,1
es.wikipedia.org,"Tour_2007",63,30,110,2
pl.wikipedia.org,"Lucie_Hrstková",5,5,283,0
it.wikipedia.org,"Murazzi_del_Po",98,49,312,4
pl.wikipedia.org,"Żenja_Twerski",24,11,336,15
it.wikipedia.org,"Coueilles",48,27,20,1
es.wikipedia.org,"Charles_Henry_Ross",5,5,173,7
es.wikipedia.org,"Andy_Walker",7,5,184,5
es.wikipedia.org,"Self-Obsessed_and_Sexxee",6,5,82,0
pl.wikipedia.org,"Petr_Fulín",4,2,121,0
it.wikipedia.org,"Leonardo_Dati_(1408-1472)",34,15,457,1
it.wikipedia.org,"ETCC_2015",18,13,44,0
it.wikipedia.org,"Carpazi_Serbi",9,7,57,0
es.wikipedia.org,"NGC_363",10,5,20,0
es.wikipedia.org,"Dendrophryopsis",2,1,65,4
pl.wikipedia.org,"Zuzu",9,7,121,3
it.wikipedia.org,"Le_domande_di_Brian",19,14,349,0
it.wikipedia.org,"Brookesia_thieli",9,6,72,5
it.wikipedia.org,"Giovanni_V_d'Armagnac",22,13,1374,84
es.wikipedia.org,"Gnesin,_Mikhail_Ruvimovich",8,2,411,0
it.wikipedia.org,"49ª_Divisione_fanteria_"Parma"",22,17,569,0
es.wikipedia.org,"Esta_es_mi_vida_(álbum)",88,48,236,11
pl.wikipedia.org,"Sułtani_Brunei",49,32,18,0
it.wikipedia.org,"Aulo_Virgio_Marso",17,7,150,3
es.wikipedia.org,"Abadía_de_la_Trinidad_de_Vendôme",11,8,579,3
pl.wikipedia.org,"Ludwik_Ostaszewski",45,9,270,6
pl.wikipedia.org,"Louise_Ørnstedt",3,3,73,0
pl.wikipedia.org,"Jagodne_Wielkie",22,18,33,0
pl.wikipedia.org,"Samuel_Page",33,22,303,2
it.wikipedia.org,"Baudricourt",55,29,22,1
es.wikipedia.org,"Robert_Joseph_Baker",17,8,190,3
es.wikipedia.org,"Luperus_xanthopoda",6,6,24,1
pl.wikipedia.org,"Dunlap_(Ohio)",1,1,13,3
it.wikipedia.org,"Mesosa_curculionoides",3,2,325,15
es.wikipedia.org,"Anexo:Presidentes_municipales_de_Quintana_Roo_(2016-2018)",8,1,60,4
pl.wikipedia.org,"Derby_Radomia_w_piłce_nożnej",72,28,224,20
es.wikipedia.org,"Born_in_the_Echoes",15,12,32,1
pl.wikipedia.org,"Rzęsna_(przystanek_kolejowy)",3,2,23,1
it.wikipedia.org,"Dominique_Allen",24,13,46,0
pl.wikipedia.org,"Act_of_War:_High_Treason",23,17,199,13
es.wikipedia.org,"Arslanbob",11,9,133,3
es.wikipedia.org,"Tourreilles",36,27,39,2
pl.wikipedia.org,"Lodger_(zespół_muzyczny)",44,35,76,0
it.wikipedia.org,"Callicebus_lugens",23,18,129,0
it.wikipedia.org,"Cratere_Caparronia",3,3,9,0
pl.wikipedia.org,"UNAMIR",33,23,208,2
pl.wikipedia.org,"Waking_the_Demon",19,16,84,1
es.wikipedia.org,"Reg_E._Cathey",55,31,155,1
pl.wikipedia.org,"Woskrzenice_Małe",35,21,54,6
pl.wikipedia.org,"Moravany_(powiat_Pardubice)",7,6,27,2
pl.wikipedia.org,"Bottrop",93,60,98,1
es.wikipedia.org,"Randolph_(Vermont)",10,9,111,4
es.wikipedia.org,"Brnjavac",6,5,45,4
es.wikipedia.org,"Dance,_Dance_(The_Mexican)",32,12,83,1
pl.wikipedia.org,"Àlex_Crivillé",44,25,908,0
es.wikipedia.org,"Terdeghem",21,14,30,2
pl.wikipedia.org,"Edmund_Massalski",25,17,259,0
es.wikipedia.org,"RCW_120",11,10,251,5
pl.wikipedia.org,"James_Hamilton_(4._baron_Hamilton_of_Dalzell)",11,9,311,0
pl.wikipedia.org,"Musau",6,4,22,1
es.wikipedia.org,"Hamlin_(Texas)",13,11,157,6
es.wikipedia.org,"Chlamydocardia",15,11,48,2
it.wikipedia.org,"Don_Most",60,46,221,0
ja.wikipedia.org,"Youthful_beautiful",13,8,8,4
pl.wikipedia.org,"Andreas_Pilawakis",7,5,33,0
ja.wikipedia.org,"マイルス・フィッツアラン＝ハワード_(第17代ノーフォーク公爵)",19,8,33,38
es.wikipedia.org,"Lythrurus_umbratilis",11,9,39,2
pl.wikipedia.org,"Pobór_(wojsko)",141,81,852,3
ja.wikipedia.org,"ウィリアム・ローヴェア",18,12,34,2
es.wikipedia.org,"Sternostena_lateralis",5,5,24,1
es.wikipedia.org,"Puente_Grau",11,5,33,1
es.wikipedia.org,"Mondonguito_a_la_italiana",24,2,241,13
pl.wikipedia.org,"Kukułka_w_ciemnym_lesie",23,14,215,0
es.wikipedia.org,"Geografía_de_Jordania",27,25,33,0
es.wikipedia.org,"Estación_de_Radio_UVB-76",151,84,846,13
es.wikipedia.org,"Passiflora_filipes",4,4,347,3
es.wikipedia.org,"Los_tres_estudiantes",51,37,670,0
ja.wikipedia.org,"遠藤正敬",5,5,5,1
es.wikipedia.org,"Marlon_Rodríguez",13,4,52,1
pl.wikipedia.org,"Dyskografia_Martina_Garrixa",25,11,24,20
es.wikipedia.org,"Pueblo_de_terrazas",3,3,236,2
es.wikipedia.org,"Aquilia_Severa",37,25,308,0
es.wikipedia.org,"Humble_Pie",71,43,824,1
es.wikipedia.org,"Icon_of_Coil",37,19,714,0
pl.wikipedia.org,"Przewodowo_Poduchowne",38,26,77,6
pl.wikipedia.org,"Colonia_(Yap)",24,21,23,0
es.wikipedia.org,"Estadio_Agoè-Nyivé",8,5,55,1
pl.wikipedia.org,"Krystyna_Rafalska",9,3,308,0
pl.wikipedia.org,"Leptoglyphus",5,4,70,2
pl.wikipedia.org,"Pont-Saint-Martin_(Loara_Atlantycka)",40,28,29,1
pl.wikipedia.org,"Phyllogomphoides_major",11,6,12,1
es.wikipedia.org,"Gamocarpha",9,8,18,0
pl.wikipedia.org,"Patyczak_rogaty",134,63,36,0
pl.wikipedia.org,"Cyrtonyx",22,10,64,6
ja.wikipedia.org,"SPICE_(ソフトウェア)",48,34,74,0
pl.wikipedia.org,"Studia_nad_nauką_i_techniką",16,6,317,17
es.wikipedia.org,"Peritonitis",224,148,599,1
es.wikipedia.org,"Léo_Stronda",30,25,90,3
ja.wikipedia.org,"オトゴンテンゲル山",7,5,7,5
pl.wikipedia.org,"Oleg_Pawłow",18,9,97,3
pt.wikipedia.org,"ID_(OpenStreetMap)",14,5,25,3
pl.wikipedia.org,"II_liga_polska_w_hokeju_na_lodzie",57,12,277,17
ja.wikipedia.org,"素",1,1,0,0
es.wikipedia.org,"Paul_Gorgulov",20,11,421,0
pl.wikipedia.org,"Damber_Dutta_Bhatta",2,2,46,2
ja.wikipedia.org,"建物コレクション",37,21,16,1
pl.wikipedia.org,"Koń_skalny",11,7,108,4
es.wikipedia.org,"Central_hidroeléctrica_de_Cheboksary",24,13,379,1
es.wikipedia.org,"Middleport_(Pensilvania)",9,9,111,3
es.wikipedia.org,"Cayo_Junio_Serio_Augurino",14,5,55,1
pl.wikipedia.org,"Maksiproces",49,24,1038,1
es.wikipedia.org,"Hueso_cuneiforme_intermedio",5,4,48,0
es.wikipedia.org,"Milford_(Míchigan)",10,9,157,5
es.wikipedia.org,"Conjunto_de_Delaunay",8,6,900,9
ja.wikipedia.org,"ゲット・オーヴァー・イット",5,4,30,0
pl.wikipedia.org,"Muhammad_Tughlak",46,22,889,9
ja.wikipedia.org,"田島和子",14,13,6,1
es.wikipedia.org,"Arnold_Jung_Lokomotivfabrik",7,4,168,3
es.wikipedia.org,"Embalse_de_Gabriel_Enríquez_de_la_Orden",19,9,239,2
pl.wikipedia.org,"Armen_(imię)",12,6,29,3
es.wikipedia.org,"Manu_Maritxalar",23,8,164,2
es.wikipedia.org,"Iñaki_Arteta",131,50,664,1
pl.wikipedia.org,"Tomasz_Kulesza",69,34,237,7
pl.wikipedia.org,"Anna_Schmidt-Rodziewicz",20,11,210,8
ja.wikipedia.org,"レキオ2-30",4,4,3,0
ja.wikipedia.org,"サッカー",1357,641,135,43
